customerID,gender,Birthdate ,MartialStatus,Dependents,EducationLevel,Income,CityID
3088-FVYWK,Male,7/21/1955,Married,4,High school,300,27
8249-THVEC,Male,6/9/1954,Married,1,High school,300,23
8406-LNMHF,Male,9/8/1955,Married,0,University,300,35
7644-OMVMY,Male,1/23/1953,Divorced,1,High school,300,4
6651-RLGGM,Male,10/1/1955,Married,1,High school,300,9
0807-ZABDG,Female,6/27/1955,Divorced,1,Collage,300,21
5047-LHVLY,Male,5/20/1950,Divorced,4,Collage,300,39
5821-MMEIL,Female,8/3/1951,Married,0,High school,300,39
7753-USQYQ,Male,1/19/1953,Married,0,Collage,300,45
1268-ASBGA,Female,10/22/1953,Married,0,University,300,28
0795-XCCTE,Male,10/7/1955,Single,0,High school,300,42
0970-ETWGE,Male,2/18/1952,Married,4,University,300,50
0577-WHMEV,Female,5/19/1953,Married,0,University,300,2
2834-JKOOW,Female,8/14/1951,Single,0,Collage,300,31
9290-SHCMB,Female,8/29/1952,Married,1,University,300,49
0973-KYVNF,Female,3/23/1955,Divorced,2,Collage,300,32
7009-LGECI,Female,2/11/1951,Single,0,Collage,300,3
4080-IIARD,Female,1/21/1954,Married,3,Collage,300,13
4929-ROART,Male,5/30/1952,Married,0,Collage,300,12
3714-NTNFO,Female,9/5/1953,Divorced,1,University,300,13
1776-SPBWV,Female,12/5/1955,Married,1,High school,300,26
0373-AIVNJ,Male,4/19/1951,Single,0,Collage,300,24
2753-JMMCV,Male,7/25/1952,Single,1,Collage,300,50
0516-OOHAR,Male,7/24/1953,Married,1,University,300,16
2108-GLPQB,Male,3/8/1954,Married,0,Collage,300,44
3716-BDVDB,Male,11/30/1951,Single,0,University,300,27
3451-VAWLI,Female,2/9/1951,Married,1,High school,300,47
3022-BEXHZ,Male,5/7/1954,Divorced,3,University,300,11
9127-QRZMH,Male,2/10/1954,Married,0,Collage,300,2
9547-ITEFG,Male,1/28/1955,Married,1,University,300,6
1763-WQFUK,Male,4/6/1955,Married,0,Collage,300,26
9184-GALIL,Female,11/11/1951,Married,1,High school,300,15
4003-FUSHP,Male,6/7/1960,Married,0,Collage,300,46
1626-ERCMM,Male,11/8/1975,Married,5,University,300,37
0722-TROQR,Female,2/3/1976,Divorced,0,University,300,32
7322-OCWHC,Male,3/25/1993,Divorced,0,University,300,21
9107-UKCKY,Male,12/18/1994,Married,0,Collage,300,24
9250-WYPLL,Female,3/28/1952,Single,0,University,300,38
8952-WCVCD,Female,7/25/1952,Married,5,University,300,39
5219-YIPTK,Female,10/29/1952,Married,0,University,300,1
3106-ULWFW,Female,9/23/1957,Married,4,University,300,47
6648-INWPS,Male,4/22/1963,Divorced,1,High school,300,26
1480-IVEVR,Male,4/13/1982,Married,0,University,300,42
0742-LAFQK,Male,11/1/1982,Divorced,3,University,300,43
9833-TGFHX,Male,9/19/1953,Married,1,University,300,10
8565-CLBZW,Male,2/19/1980,Married,3,University,300,34
2103-ZRXFN,Male,7/24/1950,Single,0,Collage,300,42
2672-OJQZP,Female,1/4/1950,Married,0,Collage,300,18
2369-FEVNO,Male,3/25/1952,Divorced,0,High school,300,29
5201-FRKKS,Male,7/30/1953,Married,0,University,300,19
3941-XTSKM,Male,8/4/1953,Married,2,Collage,300,49
4274-DRSQT,Female,11/16/1963,Single,0,University,300,46
1485-YDHMM,Male,5/9/1968,Married,1,University,300,13
6502-HCJTI,Male,1/23/1990,Married,0,University,300,31
1215-VFYVK,Female,2/17/1994,Single,0,Collage,300,38
7422-WNBTY,Male,11/28/1961,Married,4,University,300,25
8166-ORCHU,Male,12/30/1972,Married,0,University,300,47
7903-CMPEY,Male,1/21/1950,Divorced,0,University,300,11
3874-EQOEP,Male,11/29/1952,Married,4,University,300,28
3950-VPYJB,Male,8/3/1963,Married,1,Collage,300,43
1555-HAPSU,Female,7/29/2000,Married,1,High school,300,20
4513-CXYIX,Female,1/12/1981,Divorced,3,University,300,24
0831-JNISG,Male,4/20/1989,Married,3,High school,300,4
3721-WKIIL,Female,2/23/1968,Divorced,0,High school,300,18
1024-VRZHF,Male,2/27/1950,Married,5,University,300,16
4830-FAXFM,Male,11/19/1950,Married,1,High school,300,11
7277-OZCGZ,Female,6/24/1970,Married,5,University,300,34
4976-LNFVV,Male,8/16/1976,Married,0,Collage,300,8
5299-SJCZT,Male,7/10/1984,Married,0,University,300,43
4735-ASGMA,Male,2/15/1950,Divorced,0,University,300,3
9699-UBQFS,Female,8/25/1968,Married,0,University,300,33
0804-XBFBV,Female,2/27/1997,Single,1,Collage,300,20
0750-EBAIU,Male,8/11/1955,Divorced,2,University,300,38
9633-XQABV,Female,12/2/1984,Single,0,University,300,30
3842-QTGDL,Male,4/23/1989,Married,0,University,300,7
5397-TUPSH,Male,4/19/2000,Married,0,University,300,37
4632-PAOYU,Male,8/7/1951,Divorced,1,High school,300,29
7105-MXJLL,Female,7/15/1954,Married,4,Collage,300,14
0549-CYCQN,Male,6/20/1955,Divorced,0,University,300,10
3331-HQDTW,Female,5/5/1963,Married,1,University,300,13
6933-FHBZC,Female,4/1/1983,Married,0,Collage,300,35
4397-FRLTA,Female,12/31/1950,Married,0,High school,300,2
0611-DFXKO,Male,7/30/1955,Married,0,University,300,23
8111-SLLHI,Male,3/10/1964,Married,4,University,300,42
2718-YSKCS,Male,10/26/1965,Married,1,High school,300,30
4951-UKAAQ,Female,4/9/2004,Single,0,High school,300,25
0897-FEGMU,Female,7/23/1983,Married,0,University,300,8
6956-SMUCM,Female,5/22/1993,Single,0,University,300,23
1376-HHBDV,Female,5/18/1954,Married,0,Collage,300,10
2055-BFOCC,Male,5/17/1967,Divorced,0,Collage,300,16
7571-YXDAD,Female,1/15/1985,Married,0,University,300,35
7771-CFQRQ,Female,6/14/1952,Married,1,Collage,300,39
1273-MTETI,Female,5/23/1971,Married,0,University,300,7
9898-KZQDZ,Female,9/12/1972,Married,1,University,300,32
7979-CORPM,Male,5/9/1977,Married,3,University,300,5
9692-TUSXH,Female,3/3/2003,Single,0,University,300,13
1728-CXQBE,Male,7/23/1950,Divorced,2,University,300,5
1599-MMYRQ,Male,8/19/1951,Married,1,University,300,10
5981-ITEMU,Male,2/22/1962,Married,4,University,300,32
8336-TAVKX,Female,9/29/1976,Divorced,0,Collage,300,20
1167-OYZJF,Female,4/26/1990,Married,0,High school,300,18
7957-RYHQD,Female,12/18/2000,Single,0,University,300,29
1642-HMARX,Female,8/26/1953,Divorced,0,Collage,300,4
7129-AZJDE,Male,3/15/1961,Married,2,University,300,4
5883-GTGVD,Male,7/20/1973,Married,0,University,300,38
3440-JPSCL,Female,6/3/1953,Divorced,0,University,300,38
8844-TONUD,Male,6/7/1974,Married,2,University,300,46
1735-XMJVH,Male,7/22/1978,Divorced,4,High school,300,17
0602-DDUML,Female,7/2/1979,Single,5,Collage,300,20
9661-MHUMO,Male,3/16/1950,Divorced,1,Collage,300,34
4800-CZMPC,Female,7/18/1984,Divorced,1,University,300,16
4184-TJFAN,Female,5/24/1952,Divorced,4,University,300,7
0975-UYDTX,Female,8/21/1956,Married,0,Collage,300,36
7820-ZYGNY,Male,5/29/1992,Married,0,University,300,6
9026-LHEVG,Female,5/30/1997,Single,0,Collage,300,28
4139-SUGLD,Male,5/29/1953,Married,1,Collage,300,38
0674-EYYZV,Female,7/5/1985,Divorced,0,Collage,300,45
5934-TSSAU,Female,11/5/1976,Married,5,University,300,26
2004-OCQXK,Female,6/20/1994,Married,0,University,300,11
8626-PTQGE,Male,3/14/1950,Divorced,2,Collage,300,12
1455-UGQVH,Male,10/9/1955,Married,0,University,300,39
6645-MXQJT,Male,10/21/1962,Divorced,1,University,300,13
2750-BJLSB,Female,12/30/1963,Divorced,0,University,300,19
2582-FFFZR,Female,3/12/1972,Divorced,0,Collage,300,27
0754-EEBDC,Male,10/6/1979,Divorced,5,High school,300,37
2400-FEQME,Male,1/21/1950,Married,1,High school,300,34
5781-BKHOP,Female,5/3/1954,Divorced,0,University,300,6
9206-GVPEQ,Male,5/22/1955,Married,0,Collage,300,48
9576-SYUHJ,Male,9/15/1974,Single,0,University,300,1
3653-NCRDJ,Male,10/19/1995,Married,1,High school,300,32
8200-KLNYW,Female,6/1/1951,Married,0,Collage,300,35
9488-FVZCC,Female,2/28/1989,Divorced,1,Collage,300,29
2180-DXNEG,Female,8/26/1975,Single,0,University,300,44
1455-ESIQH,Male,12/3/1983,Married,0,University,300,14
7016-BPGEU,Female,4/16/1957,Divorced,0,Collage,300,16
9696-RMYBA,Male,9/4/1967,Divorced,0,University,350,33
9575-IWCAZ,Male,11/7/1971,Divorced,4,High school,350,23
2729-VNVAP,Female,5/10/1999,Married,1,High school,350,38
5698-BQJOH,Female,4/26/1951,Divorced,2,University,350,37
8461-EFQYM,Female,5/19/1954,Married,4,High school,350,34
0031-PVLZI,Female,9/15/1953,Divorced,1,High school,350,43
7114-AEOZE,Female,6/9/1957,Married,5,High school,350,31
1582-RAFML,Male,2/26/1989,Married,0,Collage,350,21
6839-ITVZJ,Female,1/18/1964,Married,1,Collage,350,13
1163-VIPRI,Female,10/9/1952,Divorced,1,University,350,21
2105-PHWON,Female,5/1/1978,Married,0,University,350,36
4942-VZZOM,Male,6/11/1983,Married,0,Collage,350,31
0516-WJVXC,Female,3/21/1950,Single,0,Collage,350,17
2495-TTHBQ,Female,9/25/1964,Single,1,High school,350,44
7399-QHBJS,Female,12/9/1974,Married,1,Collage,350,23
0484-JPBRU,Male,6/20/1983,Married,0,High school,350,49
5482-VXSXJ,Male,2/7/1989,Married,0,University,350,32
8580-QVLOC,Female,6/25/1954,Divorced,1,Collage,350,44
3806-DXQOM,Female,7/5/1954,Single,2,Collage,350,22
1658-TJVOA,Female,2/24/1969,Divorced,0,University,350,16
4929-BSTRX,Female,9/5/1991,Divorced,0,Collage,350,7
6506-EYCNH,Female,6/16/1968,Married,1,High school,350,48
8450-LUGUK,Female,6/6/1959,Married,1,High school,400,50
8059-UDZFY,Female,9/24/1960,Divorced,1,University,400,25
5899-OUVKV,Male,5/11/1983,Married,2,University,400,4
1094-BKOSX,Female,4/24/1996,Married,1,Collage,400,3
1955-IBMMB,Male,2/22/1973,Single,0,High school,400,43
1169-WCVAK,Male,12/16/1981,Married,0,University,400,40
9617-UDPEU,Female,8/29/1976,Divorced,0,High school,400,44
4933-BSAIP,Female,4/23/1992,Married,0,High school,400,12
3530-CRZSB,Female,10/14/1994,Single,0,High school,400,21
2024-BASKD,Female,5/20/1969,Single,2,University,400,21
3932-CMDTD,Female,10/6/1974,Single,0,University,400,23
6474-FVJLC,Male,3/29/1954,Married,3,University,400,10
8295-FHIVV,Male,4/20/1970,Married,0,High school,400,23
2782-JEEBU,Male,10/9/1955,Divorced,4,Collage,400,25
0916-KNFAJ,Male,10/8/1974,Married,0,Collage,400,18
3030-ZKIWL,Male,6/3/1995,Single,2,High school,400,16
0468-YRPXN,Male,1/6/1953,Divorced,0,University,400,25
4627-MIHJH,Female,9/28/1973,Single,0,University,400,18
0925-VYDLG,Female,12/19/2000,Single,1,University,400,16
5360-LJCNJ,Female,12/11/1967,Divorced,0,University,400,20
5327-XOKKY,Male,5/4/1971,Divorced,0,Collage,400,40
0872-JCPIB,Male,4/30/2004,Single,5,Collage,400,43
1846-XWOQN,Female,4/24/1958,Married,0,University,400,12
9133-AYJZG,Female,9/10/1963,Married,0,University,400,21
7996-BPXHY,Female,3/29/1985,Divorced,1,High school,400,19
5389-FFVKB,Male,1/17/1991,Married,0,University,400,41
7562-GSUHK,Female,8/11/2001,Single,0,University,400,38
0266-GMEAO,Male,3/22/1955,Divorced,1,University,400,22
4075-JFPGR,Female,3/24/1969,Married,3,University,400,30
7273-TEFQD,Male,2/1/1961,Married,5,Collage,400,41
3062-ICYZQ,Female,4/4/1962,Married,5,University,400,32
9795-VOWON,Male,7/12/2000,Single,0,Collage,400,47
4389-UEFCZ,Female,4/1/1951,Divorced,5,University,400,7
5982-PSMKW,Female,1/23/1954,Married,1,Collage,400,14
9504-DSHWM,Male,7/25/1955,Married,2,Collage,400,49
8932-CZHRQ,Male,5/15/1981,Single,4,Collage,400,41
9777-WJJPR,Male,11/30/2001,Married,4,University,400,21
5307-UVGNB,Female,7/8/1952,Married,1,Collage,400,9
2194-IIQOF,Female,7/6/1959,Divorced,0,Collage,400,38
1970-KKFWL,Female,1/19/1959,Divorced,3,High school,400,4
2325-WINES,Female,10/23/1962,Divorced,0,University,400,10
1349-WXNGG,Male,4/15/1964,Married,1,High school,400,11
2599-CIPQE,Male,3/28/1989,Divorced,1,University,400,10
4879-GZLFH,Female,4/26/1994,Married,1,University,400,20
5917-HBSDW,Female,6/29/1980,Married,1,High school,400,33
8681-ICONS,Male,12/8/2003,Married,2,High school,400,12
1174-FGIFN,Female,5/14/1953,Married,1,University,400,14
2530-FMFXO,Male,1/21/1955,Divorced,1,University,400,24
3113-IWHLC,Male,8/30/1997,Single,0,Collage,400,30
1744-JHKYS,Female,1/30/2001,Married,5,High school,400,8
2908-ZTPNF,Female,11/1/1950,Single,0,Collage,400,2
8215-NGSPE,Female,11/3/1951,Married,1,High school,400,39
7089-XXAYG,Male,1/8/1980,Married,0,Collage,400,28
3283-WCWXT,Male,1/5/1991,Divorced,3,High school,400,23
3373-DIUUN,Male,12/1/1968,Married,4,High school,400,17
2272-QAGFO,Female,1/29/1976,Divorced,0,University,400,4
3374-LXDEV,Female,3/14/1979,Married,0,University,400,33
6427-FEFIG,Female,5/7/1988,Married,1,Collage,400,18
0151-ONTOV,Female,4/17/1965,Divorced,0,University,400,39
5148-ORICT,Female,8/29/1973,Married,0,Collage,400,40
4060-LDNLU,Male,4/9/1987,Single,0,University,400,37
6032-KRXXO,Male,3/24/1955,Married,4,University,400,9
0164-APGRB,Female,4/19/1963,Divorced,0,University,400,46
3508-VLHCZ,Female,3/29/1978,Divorced,1,Collage,400,11
6551-VLJMV,Male,12/21/1953,Married,0,High school,400,7
3696-XRIEN,Female,5/14/1986,Single,5,Collage,400,17
2038-OEQZH,Male,2/9/1996,Single,0,University,400,33
0107-YHINA,Male,2/10/1952,Divorced,3,University,400,42
4439-JMPMT,Female,9/18/1978,Divorced,1,University,400,19
2796-UUZZO,Male,7/13/1996,Married,3,University,400,3
9490-DFPMD,Female,5/1/1955,Divorced,4,University,400,45
0932-YIXYU,Female,1/25/1964,Married,0,High school,400,1
0235-KGSLC,Female,4/17/1977,Divorced,0,University,400,12
2342-CKIAO,Female,6/23/1975,Divorced,0,High school,400,32
3096-IZETN,Female,11/28/1988,Single,2,University,400,50
8129-GMVGI,Female,8/25/1976,Married,1,High school,400,16
9646-NMHXE,Male,7/25/1952,Married,2,High school,400,31
8800-JOOCF,Female,10/31/1953,Married,1,University,400,22
3518-PZXZQ,Female,6/20/1961,Divorced,0,Collage,400,49
2672-DZUOY,Male,4/28/1968,Single,0,Collage,400,14
2267-WTPYD,Female,4/21/1982,Divorced,0,University,400,30
3707-LRWZD,Female,10/4/1950,Divorced,0,University,400,32
7191-ADRGF,Male,12/7/1955,Married,0,Collage,400,26
6848-HJTXY,Female,7/31/1965,Married,0,High school,400,48
5553-AOINX,Female,11/17/1951,Divorced,1,University,400,38
5196-WPYOW,Male,9/25/1955,Married,1,Collage,400,31
6479-OAUSD,Male,11/13/1960,Married,2,High school,400,10
3766-EJLFL,Female,2/1/1968,Divorced,3,University,400,10
6158-HDPXZ,Male,11/18/1978,Married,1,Collage,400,5
2511-MORQY,Male,8/28/1987,Married,5,Collage,400,46
2990-HWIML,Female,4/15/1989,Single,0,University,400,49
1216-BGTSP,Male,4/21/2000,Single,2,University,400,1
0757-WCUUZ,Male,12/18/1953,Married,1,Collage,400,37
2801-NISEI,Male,6/1/1971,Divorced,1,Collage,400,1
2309-OSFEU,Male,2/24/1956,Divorced,0,Collage,400,22
6230-BSUXY,Female,9/29/1971,Single,0,University,400,44
7665-NKLAV,Female,2/27/1975,Married,1,Collage,400,47
4581-LNWUM,Female,11/28/1994,Divorced,4,Collage,400,29
4342-HENTK,Female,4/20/1998,Single,0,University,400,39
6576-FBXOJ,Male,6/25/1953,Married,0,Collage,400,50
6166-YIPFO,Male,8/2/1957,Married,0,Collage,400,14
8311-UEUAB,Female,3/17/1967,Divorced,1,Collage,400,10
4422-QVIJA,Female,5/6/1996,Divorced,5,Collage,400,38
4815-TUMEQ,Female,6/28/1954,Married,0,High school,400,35
6048-NJXHX,Male,11/8/1974,Married,5,High school,400,22
0917-EZOLA,Male,1/8/1984,Divorced,0,University,400,11
9577-WJVCQ,Female,5/10/1950,Married,1,Collage,400,6
0557-ASKVU,Female,5/13/1957,Married,3,Collage,400,43
6885-PKOAM,Female,9/10/1951,Divorced,3,Collage,400,2
1218-VKFPE,Female,10/2/1951,Divorced,4,High school,400,36
4115-UMJFQ,Male,2/20/1952,Divorced,3,Collage,400,12
2662-NNTDK,Male,7/22/1955,Married,0,High school,400,49
9359-JANWS,Female,7/17/1988,Married,2,Collage,400,18
8806-EAGWC,Male,2/18/1991,Divorced,0,Collage,400,46
5126-RCXYW,Male,5/26/1992,Married,1,Collage,400,22
5574-NXZIU,Male,9/2/1977,Single,0,University,400,50
8563-IIOXK,Male,3/7/1952,Divorced,1,Collage,400,12
3566-VVORZ,Female,7/9/1954,Married,0,Collage,400,8
6870-ZWMNX,Male,2/7/1961,Divorced,3,Collage,400,20
0939-YAPAF,Female,7/13/1970,Single,5,University,400,2
1471-GIQKQ,Female,11/16/1984,Divorced,0,Collage,400,33
1266-NZYUI,Female,3/15/1955,Married,2,Collage,400,12
1356-MKYSK,Male,10/23/1956,Divorced,0,Collage,400,34
0402-OAMEN,Female,5/30/1975,Married,1,High school,400,28
4211-MMAZN,Male,10/5/1950,Divorced,0,High school,400,42
6527-PZFPV,Male,2/20/1956,Divorced,1,High school,400,1
4510-HIMLV,Male,9/29/1964,Divorced,0,University,400,14
5056-FIMPT,Female,6/16/1980,Single,1,University,400,49
6177-PEVRA,Female,3/26/1950,Divorced,0,Collage,400,11
1550-EENBN,Female,11/3/1984,Single,0,University,400,46
2070-FNEXE,Female,3/19/1998,Single,4,University,400,37
3519-ZKXGG,Female,9/2/1953,Divorced,0,University,400,47
9481-SFCQY,Female,1/8/1955,Married,1,Collage,400,39
8051-HJRLT,Female,7/25/1955,Married,0,University,400,29
1371-OJCEK,Female,12/1/1994,Divorced,5,High school,400,35
0665-XHDJU,Male,7/11/1951,Divorced,0,University,400,30
6198-ZFIOJ,Female,9/7/1955,Single,2,University,400,28
2428-HYUNX,Male,2/29/1956,Married,0,High school,400,43
9289-LBQVU,Male,5/17/1951,Married,0,Collage,400,27
6379-RXJRQ,Male,12/28/1952,Married,0,University,400,40
1222-LRYKO,Male,2/26/1962,Divorced,1,High school,400,6
8946-BFWSG,Male,11/12/1974,Married,1,High school,400,34
5639-NTUPK,Male,11/28/1950,Divorced,1,Collage,400,25
1779-PWPMG,Female,4/8/1960,Divorced,1,University,400,35
8148-NLEGT,Female,10/11/1981,Married,1,High school,400,24
3884-UEBXB,Female,9/9/1988,Married,1,Collage,400,7
5271-YNWVR,Male,9/13/1975,Divorced,1,University,400,36
7801-KICAO,Female,5/28/1987,Divorced,0,University,400,8
6051-PTVNS,Female,1/4/1992,Married,1,High school,400,48
7601-GNDYK,Male,5/18/1953,Married,1,High school,400,33
7145-FEJWU,Female,5/17/1954,Married,1,University,400,31
6704-UTUKK,Male,5/23/1954,Married,0,Collage,400,35
3976-HXHCE,Male,5/23/1960,Married,0,High school,400,37
2587-EKXTS,Male,10/4/1970,Single,0,University,400,20
1741-WTPON,Male,11/19/1952,Divorced,1,University,400,11
7161-DFHUF,Female,6/10/1954,Married,0,High school,400,38
9513-DXHDA,Male,4/15/1996,Married,0,Collage,400,47
